ensgene baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000105722 174.147736467795 -1.43512363939334 0.230566309785152 -6.22434231926872 0.000000000483580209071893 0.00000861885006628835
ENSG00000139329 112.310512690399 -5.8676001200353 0.991348688299747 -5.91880555175674 0.00000000324288086550951 0.000028898932832988
ENSG00000089685 55.3047434691801 -1.75592874097914 0.313407448896269 -5.60270263889075 0.0000000211035093256599 0.0000660427081635854
ENSG00000140451 16.1232979689909 -2.72311926964472 0.489166865864618 -5.56685143592365 0.00000002593833569798 0.0000660427081635854
ENSG00000166341 175.720792457478 -1.30832808152974 0.234799956886893 -5.57209677069909 0.0000000251691541141956 0.0000660427081635854
ENSG00000167513 20.4793523033681 -1.83659401946922 0.327752530357598 -5.60359981802547 0.0000000209945119367883 0.0000660427081635854
ENSG00000197757 10.3680390265777 -3.55900725312444 0.635361646384677 -5.60154562897499 0.0000000212448845881965 0.0000660427081635854
ENSG00000236824 6294.63241527259 3.36998291453178 0.614338825387952 5.4855444182673 0.0000000412197963006449 0.0000918325536832993
ENSG00000068489 178.529913593793 -2.83823527287487 0.520906208201175 -5.44864935028523 0.0000000507537625716653 0.000100509367812755
ENSG00000277258 174.092582095336 -1.28202587418311 0.237397676639384 -5.40033033318417 0.0000000665182967022732 0.000118555560212462
ENSG00000106333 122.689239003422 -3.07047964148182 0.57913554624728 -5.30183246629931 0.000000114646029168877 0.000127708511117305
ENSG00000132321 12.8958682894329 2.49251464648871 0.465593432914464 5.35341452495664 0.0000000863098152327121 0.000127708511117305
ENSG00000164530 19.4800912769804 2.23449192624043 0.421428542505804 5.30218459564745 0.00000011442504950281 0.000127708511117305
ENSG00000168542 2053.83701008666 -4.76716386487278 0.889308470640205 -5.36052902030826 0.000000082978595133431 0.000127708511117305
ENSG00000237973 299.004721689088 3.34164247570452 0.625946323134778 5.3385447796376 0.0000000936955668585337 0.000127708511117305
ENSG00000289685 10.0754444492684 5.32554741959299 1.00133545245531 5.31844488930711 0.000000104657909804904 0.000127708511117305
ENSG00000101203 187.749992155075 -4.7228491900733 0.910222901996143 -5.18867321368862 0.000000211797697712031 0.000209715020351196
ENSG00000162063 29.1257905336878 -1.61759578605468 0.311578620328619 -5.19161354636148 0.000000208479382707919 0.000209715020351196
ENSG00000078804 1466.18771686569 2.40619378070091 0.464937077845596 5.17531058579069 0.000000227532160139833 0.000213437141588013
ENSG00000196132 57.6961630436537 -3.61639169443148 0.702886413198949 -5.14505847107316 0.000000267437499244976 0.00023832692745216
ENSG00000101057 33.9503375622882 -3.02189984127357 0.597022837622204 -5.0616151524606 0.000000415719528744367 0.000322146485252646
